Country/Territories,Currency,Currency Code,Currency Units per £1,Start date,End date
Liberia,Dollar (US),USD,1.4146,01/06/2021,30/06/2021
Libya,Dinar,LYD,6.3018,01/06/2021,30/06/2021
Macao,Pataca,MOP,11.3100,01/06/2021,30/06/2021
Macedonia,Denar,MKD,71.3000,01/06/2021,30/06/2021
Madagascar,Malagasy Ariary,MGA,5314.0500,01/06/2021,30/06/2021
Malawi,Kwacha,MWK,1128.0800,01/06/2021,30/06/2021
Malaysia,Ringgit,MYR,5.8534,01/06/2021,30/06/2021
Maldive Islands,Rufiyaa,MVR,21.9200,01/06/2021,30/06/2021
Mali Republic,CFA Franc,XOF,759.5900,01/06/2021,30/06/2021
Mauritania,Ouguiya,MRU,50.5400,01/06/2021,30/06/2021
Mauritius,Rupee,MUR,57.0000,01/06/2021,30/06/2021
Mexico,Mexican Peso,MXN,28.0100,01/06/2021,30/06/2021
Moldova,Leu,MDL,25.1300,01/06/2021,30/06/2021
Mongolia,Tugrik,MNT,4044.1900,01/06/2021,30/06/2021
Montserrat,E Caribbean Dollar,XCD,3.8193,01/06/2021,30/06/2021
Morocco,Dirham,MAD,12.4600,01/06/2021,30/06/2021
Mozambique,Metical,MZN,83.7900,01/06/2021,30/06/2021
Myanmar,Kyat,MMK,2328.9200,01/06/2021,30/06/2021
Nepal,Rupee,NPR,165.6100,01/06/2021,30/06/2021
New Caledonia,CFP Franc,XPF,138.1800,01/06/2021,30/06/2021
New Zealand,Dollar,NZD,1.9697,01/06/2021,30/06/2021
Nicaragua,Gold Cordoba,NIO,49.6300,01/06/2021,30/06/2021
Niger Republic,CFA Franc,XOF,759.5900,01/06/2021,30/06/2021
Nigeria,Naira,NGN,582.4300,01/06/2021,30/06/2021
Norway,Norwegian Krone,NOK,11.7400,01/06/2021,30/06/2021
Oman,Rial,OMR,0.5446,01/06/2021,30/06/2021
Pakistan,Rupee,PKR,216.6000,01/06/2021,30/06/2021
Panama,Balboa,PAB,1.4145,01/06/2021,30/06/2021
Papua New Guinea,Kina,PGK,4.9668,01/06/2021,30/06/2021
Paraguay,Guarani,PYG,9483.8300,01/06/2021,30/06/2021
Peru,New Sol,PEN,5.3014,01/06/2021,30/06/2021
Philippines,Peso,PHP,67.7200,01/06/2021,30/06/2021
Poland,Zloty,PLN,5.2374,01/06/2021,30/06/2021
Qatar,Riyal,QAR,5.1514,01/06/2021,30/06/2021
Romania,New Leu,RON,5.7064,01/06/2021,30/06/2021
Russia,Rouble,RUB,104.3300,01/06/2021,30/06/2021
Rwanda,Franc,RWF,1402.9200,01/06/2021,30/06/2021
Saotome & Principe,Dobra,STD,28927.5000,01/06/2021,30/06/2021
Saudi Arabia,Riyal,SAR,5.3050,01/06/2021,30/06/2021
Senegal,CFA Franc,XOF,759.5900,01/06/2021,30/06/2021
Serbia,Dinar,RSD,136.1500,01/06/2021,30/06/2021
Seychelles,Rupee,SCR,22.8500,01/06/2021,30/06/2021
Sierra Leone,Leone,SLL,14521.6000,01/06/2021,30/06/2021
Singapore,Dollar,SGD,1.8847,01/06/2021,30/06/2021
Soloman Islands,Dollar,SBD,11.2900,01/06/2021,30/06/2021
Somali Republic,Schilling,SOS,827.5100,01/06/2021,30/06/2021
South Africa,Rand,ZAR,19.8600,01/06/2021,30/06/2021
South Korea,Won,KRW,1599.0700,01/06/2021,30/06/2021
Sri Lanka,Rupee,LKR,278.6600,01/06/2021,30/06/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.8193,01/06/2021,30/06/2021
St Lucia,E Caribbean Dollar,XCD,3.8193,01/06/2021,30/06/2021
St Vincent,E Caribbean Dollar,XCD,3.8193,01/06/2021,30/06/2021
Sudan Republic,Pound,SDG,579.9600,01/06/2021,30/06/2021
Surinam,Dollar,SRD,20.0200,01/06/2021,30/06/2021
Swaziland,Lilangeni,SZL,19.8600,01/06/2021,30/06/2021
Sweden,Krona,SEK,11.7900,01/06/2021,30/06/2021
Switzerland,Franc,CHF,1.2740,01/06/2021,30/06/2021
Taiwan,Dollar,TWD,39.5400,01/06/2021,30/06/2021
Tanzania,Schilling,TZS,3280.3300,01/06/2021,30/06/2021
Thailand,Baht,THB,44.5000,01/06/2021,30/06/2021
Togo Republic,CFA Franc,XOF,759.5900,01/06/2021,30/06/2021
Tonga Islands,Pa'anga (AUS),TOP,1.8263,01/06/2021,30/06/2021
Trinidad/Tobago,Dollar,TTD,9.5430,01/06/2021,30/06/2021
Tunisia,Dinar,TND,3.8588,01/06/2021,30/06/2021
Turkey,Turkish  Lira,TRY,11.8600,01/06/2021,30/06/2021
Turkmenistan,New Manat,TMT,4.9509,01/06/2021,30/06/2021
UAE,Dirham,AED,5.1958,01/06/2021,30/06/2021
USA,Dollar,USD,1.4146,01/06/2021,30/06/2021
Uganda,Schilling,UGX,5035.7800,01/06/2021,30/06/2021
Ukraine,Hryvnia,UAH,38.8200,01/06/2021,30/06/2021
Uruguay,Peso,UYU,62.3500,01/06/2021,30/06/2021
Uzbekistan,Sum,UZS,14974.4000,01/06/2021,30/06/2021
Vanuatu,Vatu,VUV,153.3000,01/06/2021,30/06/2021
Vietnam,Dong,VND,32599.7300,01/06/2021,30/06/2021
Wallis & Futuna Islands,CFP Franc,XPF,138.1800,01/06/2021,30/06/2021
Western Samoa,Tala,WST,3.5739,01/06/2021,30/06/2021
Yemen (Rep of),Rial,YER,353.3800,01/06/2021,30/06/2021
Zambia,Kwacha,ZMW,31.7700,01/06/2021,30/06/2021
Zimbabwe,Dollar,ZWL,511.9200,01/06/2021,30/06/2021
